# From MPO263352
60620 2000 FD8,e,19.4952,184.8059,80.6010,43.80423,0.0033996,0.21996642,320.9924,05/23.0/2014,2000,H 6.6,0.15
# From MPO157275
60621 2000 FE8,e,5.8639,3.8820,143.2823,55.57411,0.0023790,0.40568294,27.8928,05/23.0/2014,2000,H 6.9,0.15
# From MPO 45478
63252 2001 BL41,e,12.4915,281.0163,132.3996,9.725809,0.0324949,0.29623635,193.4897,05/23.0/2014,2000,H11.7,0.15
# From MPO 66046
65407 2002 RP120,e,119.1587,39.1183,358.0111,54.87857,0.0024244,0.95470119,10.2955,05/23.0/2014,2000,H12.3,0.15
# From MPO231800
65489 Ceto,e,22.2784,171.9046,319.7792,101.9148,0.0009580,0.82546784,8.6731,05/23.0/2014,2000,H 6.4,0.15
# From MPO157277
66452 1999 OF4,e,2.6627,134.4228,85.1876,44.80514,0.0032863,0.06470318,106.9825,05/23.0/2014,2000,H 6.9,0.15
# From MPO253782
66652 Borasisi,e,0.5628,84.5738,196.8631,43.64192,0.0034186,0.08499810,56.4428,05/23.0/2014,2000,H 5.9,0.15
# From MPO157278
69986 1998 WW24,e,13.9222,233.9596,147.4943,39.63566,0.0039498,0.22648314,39.6555,05/23.0/2014,2000,H 7.9,0.15
# From MPO186572
69987 1998 WA25,e,1.0468,136.3109,226.3046,42.68057,0.0035348,0.02117802,65.2414,05/23.0/2014,2000,H 7.2,0.15
# From MPO235097
69988 1998 WA31,e,9.4632,20.7579,310.0476,55.30505,0.0023964,0.42780189,41.4359,05/23.0/2014,2000,H 7.4,0.15
# From MPO157278
69990 1998 WU31,e,6.5709,237.1434,143.0675,39.42970,0.0039808,0.18790943,42.5732,05/23.0/2014,2000,H 8.3,0.15
# From MPO179670
73480 2002 PN34,e,16.6376,299.2767,358.3576,30.88231,0.0057430,0.56779594,26.2741,05/23.0/2014,2000,H 8.6,0.15
# From MPO140069
76803 2000 PK30,e,33.7964,127.4184,125.7936,38.50423,0.0041252,0.12129935,62.9095,05/23.0/2014,2000,H 7.3,0.15
# From MPO157282
